@relation 'Allegheny_County_Crash_Data_Nominal-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R1-5,7-16,20-33,35-51,53-55,57-61,65-68'

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
2064,0,1684,209,0.889593,1,0.550694,1,0.449306,0.710255,0.947182,1.055763,0
2064,0,1682,211,0.888537,1,0.550988,1,0.449012,0.710499,0.946677,1.056327,0
2064,0,1516,377,0.800845,1,0.576536,1,0.423464,0.731396,0.904726,1.105307,0
2064,0,1515,378,0.800317,1,0.576697,1,0.423303,0.731526,0.904473,1.105616,0
2064,0,1514,379,0.799789,1,0.576859,1,0.423141,0.731655,0.90422,1.105925,0
2064,0,1342,551,0.708928,1,0.605989,1,0.394011,0.754662,0.860753,1.161773,0
2064,0,1341,552,0.708399,1,0.606167,1,0.393833,0.7548,0.8605,1.162115,0
2064,0,1340,553,0.707871,1,0.606345,1,0.393655,0.754938,0.860248,1.162456,0
2064,0,1203,690,0.635499,1,0.631772,1,0.368228,0.774339,0.825625,1.211203,0
2064,0,1090,803,0.575806,1,0.654407,1,0.345593,0.791108,0.797068,1.254597,0.000001
2064,0,974,919,0.514527,1,0.679394,1,0.320606,0.809094,0.767753,1.302502,0.000001
2064,0,973,920,0.513999,1,0.679618,1,0.320382,0.809253,0.767501,1.302931,0.000001
2064,0,972,921,0.513471,1,0.679842,1,0.320158,0.809412,0.767248,1.30336,0.000001
2064,0,858,1035,0.453249,1,0.706366,1,0.293634,0.827918,0.738438,1.354209,0.000001
2064,0,745,1148,0.393555,1,0.734781,1,0.265219,0.847117,0.709881,1.408686,0.000001
2064,0,744,1149,0.393027,1,0.735043,1,0.264957,0.847291,0.709629,1.409188,0.000001
2064,0,742,1151,0.39197,1,0.735567,1,0.264433,0.847639,0.709123,1.410192,0.000001
2064,0,671,1222,0.354464,1,0.754662,1,0.245338,0.860179,0.69118,1.446801,0.000001
2064,0,670,1223,0.353936,1,0.754938,1,0.245062,0.860358,0.690927,1.44733,0.000001
2064,0,669,1224,0.353407,1,0.755214,1,0.244786,0.860538,0.690675,1.447859,0.000001
2064,0,622,1271,0.328579,1,0.768429,1,0.231571,0.869053,0.678797,1.473194,0.000001
2064,0,621,1272,0.328051,1,0.768715,1,0.231285,0.869236,0.678544,1.473743,0.000001
